"","name","price","rating","votes_cnt","subzone","lat","lng","kuchnia1","n","lng_utm","lat_utm"
"193","Restauracja kieliszki na pró¿nej, Œródmieœcie Pó³nocne",140,4.3,71,"Œródmieœcie pó³nocne",52.236472,21.004803,"Europejska",1,500327.988351568,5787339.8430512
"194","Restauracja el popo, Œródmieœcie Pó³nocne",130,3.7,254,"Œródmieœcie pó³nocne",52.24355,21.007271,"Meksykañska",1,500496.444709838,5788127.12462619
"195","Restauracja paros, Œródmieœcie Pó³nocne",120,4.3,148,"Œródmieœcie pó³nocne",52.235079,21.011974,"Œródziemnomorska",2,500817.708819835,5787184.96007338
"196","Restauracja sketch w teatrze wielkim, Œródmieœcie Pó³nocne",120,4.3,121,"Œródmieœcie pó³nocne",52.243102,21.011612,"Miêdzynarodowa",1,500792.844728249,5788077.33333777
"197","Restauracja opas³y tom, Œródmieœcie Pó³nocne",150,4.2,162,"Œródmieœcie pó³nocne",52.233567,21.02081,"Europejska",3,501421.170758492,5787016.92088192
"198","Restauracja bordo, Œródmieœcie Pó³nocne",100,2.7,243,"Œródmieœcie pó³nocne",52.231954,21.01211,"W³oska",1,500827.054384703,5786837.37637763
"199","Restauracja spring roll, Œródmieœcie Pó³nocne",80,4.2,184,"Œródmieœcie pó³nocne",52.232824,21.014532,"Tajska",3,500992.44585931,5786934.17448963
"200","Restauracja st antonio, Œródmieœcie Pó³nocne",120,3.8,174,"Œródmieœcie pó³nocne",52.242247,21.004367,"W³oska",1,500298.175979789,5787982.17933171
"201","Restauracja ceviche bar, Œródmieœcie Pó³nocne",170,4.5,94,"Œródmieœcie pó³nocne",52.234371,20.999479,"Ryby i owoce morza",2,499964.420154158,5787106.14372625
"202","Restauracja frida, Œródmieœcie Pó³nocne",135,3.3,215,"Œródmieœcie pó³nocne",52.233785,21.019399,"Meksykañska",2,501324.803292165,5787041.14169971
"203","Restauracja mela verde, Œródmieœcie Pó³nocne",110,3.8,186,"Œródmieœcie pó³nocne",52.233079,21.017698,"W³oska",1,501208.657180859,5786962.58551565
"204","Restauracja p?dz¹cy królik, Œródmieœcie Pó³nocne",140,3.9,100,"Œródmieœcie pó³nocne",52.244466,21.011453,"Europejska",2,500781.9645413,5788229.04588074
"205","Restauracja thai me up, Œródmieœcie Pó³nocne",140,4.4,80,"Œródmieœcie pó³nocne",52.233774,21.020622,"Tajska",1,501408.325183113,5787039.94125884
"206","Restauracja besuto sushi, Œródmieœcie Pó³nocne",150,4,179,"Œródmieœcie pó³nocne",52.232824,21.01942,"Sushi",2,501326.266071249,5786934.25267591
"207","Restauracja sawa bistro, Œródmieœcie Pó³nocne",130,4.4,82,"Œródmieœcie pó³nocne",52.236357,21.00166,"Miêdzynarodowa",1,500113.35874888,5787327.04233832
"208","Restauracja cô tú, Œródmieœcie Pó³nocne",55,4,134,"Œródmieœcie pó³nocne",52.233,21.02021,"Wietnamska",3,501380.212733536,5786953.84342412
"209","Restauracja charlotte, Œródmieœcie Pó³nocne",60,3.9,121,"Œródmieœcie pó³nocne",52.235767,21.004431,"Piekarnia",3,500302.589925416,5787261.42616788
"210","Restauracja ed red, Œródmieœcie Pó³nocne",120,4.2,83,"Œródmieœcie pó³nocne",52.238844,20.996843,"Polska",1,499784.425561538,5787603.66816593
"211","Restauracja tamka 43, Œródmieœcie Pó³nocne",300,4.1,80,"Œródmieœcie pó³nocne",52.236443,21.022329,"Europejska",1,501524.808792665,5787336.84147738
"212","Restauracja yugo, Œródmieœcie Pó³nocne",60,4.1,106,"Œródmieœcie pó³nocne",52.231538,21.018732,"Ba³kañska",1,501279.316887512,5786791.20206579
"213","Restauracja nowa pró¿na, Œródmieœcie Pó³nocne",190,4.3,47,"Œródmieœcie pó³nocne",52.236627,21.004959,"Europejska",1,500338.640135266,5787357.08400547
"214","Restauracja hard rock cafe, Œródmieœcie Pó³nocne",150,3.5,145,"Œródmieœcie pó³nocne",52.23065,21.00231,"Amerykañska",2,500157.766441802,5786692.26948544
"215","Restauracja oliva, Œródmieœcie Pó³nocne",135,4.2,97,"Œródmieœcie pó³nocne",52.235946,21.019732,"Œródziemnomorska",3,501347.479206127,5787281.51003608
"216","Restauracja pianka drink food, Œródmieœcie Pó³nocne",100,4.1,75,"Œródmieœcie pó³nocne",52.233638,21.011458,"Przek¹ski",2,500782.496330273,5787024.67584877
"217","Restauracja sueno tapas bar, Œródmieœcie Pó³nocne",110,4.1,104,"Œródmieœcie pó³nocne",52.238994,21.020021,"Hiszpañska",2,501367.121083466,5787620.53641217
"218","Restauracja èeská, Œródmieœcie Pó³nocne",70,3.6,108,"Œródmieœcie pó³nocne",52.231675,21.011977,"Czeska",1,500817.976256394,5786806.34246722
"219","Restauracja trattoria rucola, Œródmieœcie Pó³nocne",130,4,172,"Œródmieœcie pó³nocne",52.245997,21.013048,"W³oska",2,500890.834032052,5788399.35358987
"220","Restauracja elixir by dom wódki, Œródmieœcie Pó³nocne",180,4.4,78,"Œródmieœcie pó³nocne",52.243647,21.008371,"Polska",1,500571.548563283,5788137.92179602
"221","Restauracja onggi, Œródmieœcie Pó³nocne",100,4.1,53,"Œródmieœcie pó³nocne",52.243868,21.01165,"Koreañska",1,500795.425597607,5788162.53399269
"222","Restauracja mango vegan street food, Œródmieœcie Pó³nocne",50,3.9,102,"Œródmieœcie pó³nocne",52.232212,21.017237,"Zdrowe jedzenie",1,501177.19684206,5786866.14389442
"223","Restauracja inny wymiar, Œródmieœcie Pó³nocne",100,4.2,56,"Œródmieœcie pó³nocne",52.236502,21.013873,"Polska",2,500947.361924589,5787343.25967266
"224","Restauracja ê ryb?, Œródmieœcie Pó³nocne",50,3.9,77,"Œródmieœcie pó³nocne",52.233797,20.998626,"Ryby i owoce morza",1,499906.166336348,5787042.30002459
"225","Restauracja toan pho, Œródmieœcie Pó³nocne",50,4.1,95,"Œródmieœcie pó³nocne",52.227629,20.9934,"Wietnamska",2,499549.208141795,5786356.27014118
"226","Restauracja bollywood lounge, Œródmieœcie Pó³nocne",150,3.9,109,"Œródmieœcie pó³nocne",52.235375,21.018827,"Indyjska",1,501285.69412938,5787217.98279875
"227","Restauracja akashia, Œródmieœcie Pó³nocne",120,4.2,99,"Œródmieœcie pó³nocne",52.23185,21.00182,"Sushi",2,500124.297481455,5786825.7412129
"228","Restauracja mercato, Œródmieœcie Pó³nocne",140,3.7,71,"Œródmieœcie pó³nocne",52.236279,21.004943,"W³oska",1,500337.550167336,5787318.37681909
"229","Restauracja mexican, Œródmieœcie Pó³nocne",85,2.5,130,"Œródmieœcie pó³nocne",52.232856,21.013995,"Meksykañska",1,500955.771388424,5786937.72654493
"230","Restauracja u rysia, Œródmieœcie Pó³nocne",100,4.2,57,"Œródmieœcie pó³nocne",52.237778,21.007508,"Polska",1,500512.69295558,5787485.1216525
"231","Restauracja la cantina, Œródmieœcie Pó³nocne",120,3.8,58,"Œródmieœcie pó³nocne",52.236369,21.018373,"Œródziemnomorska",2,501254.662483543,5787328.53479858
"232","Restauracja manoush, Œródmieœcie Pó³nocne",130,3.9,43,"Œródmieœcie pó³nocne",52.234603,21.01193,"Miêdzynarodowa",1,500814.712758541,5787132.01538233
"233","Restauracja marconi hotel bristol, Œródmieœcie Pó³nocne",300,4.3,49,"Œródmieœcie pó³nocne",52.24226,21.01563,"Miêdzynarodowa",1,501067.206134405,5787983.73138867
"234","Restauracja giovanni rubino, Œródmieœcie Pó³nocne",100,2.1,108,"Œródmieœcie pó³nocne",52.244294,21.013868,"W³oska",2,500946.854638984,5788209.94356006
"235","Restauracja jacks cinema, Œródmieœcie Pó³nocne",110,4.2,45,"Œródmieœcie pó³nocne",52.231586,21.01751,"Amerykañska",1,501195.858133292,5786796.52010805
"236","Restauracja le cedre lounge, Œródmieœcie Pó³nocne",110,4.3,51,"Œródmieœcie pó³nocne",52.236713,21.000544,"Libañska",1,500037.14859399,5787366.63811055
"237","Restauracja hops, Œródmieœcie Pó³nocne",120,4.2,37,"Œródmieœcie pó³nocne",52.23304,21.01837,"Europejska",2,501254.551467023,5786958.25907114
"238","Restauracja pho, Œródmieœcie Pó³nocne",40,4,55,"Œródmieœcie pó³nocne",52.231283,21.013854,"Wietnamska",2,500946.175408197,5786762.76423259
"239","Restauracja buddha, Œródmieœcie Pó³nocne",120,3.6,128,"Œródmieœcie pó³nocne",52.23265,21.01966,"Indyjska",1,501342.661838561,5786914.90355131
"240","Restauracja asia tasty, Œródmieœcie Pó³nocne",50,3.6,100,"Œródmieœcie pó³nocne",52.239369,21.000057,"Azjatycka",4,500003.892175485,5787662.05784827
"241","Restauracja senses, Œródmieœcie Pó³nocne",500,4,52,"Œródmieœcie pó³nocne",52.24504,21.005637,"Europejska",2,500384.866606733,5788292.84363738
"242","Restauracja warsaw potato, Œródmieœcie Pó³nocne",40,3.7,54,"Œródmieœcie pó³nocne",52.235676,21.018102,"Polska",2,501236.175583426,5787251.44960686
"243","Restauracja bubbles, Œródmieœcie Pó³nocne",120,4.2,65,"Œródmieœcie pó³nocne",52.241071,21.012422,"Polska",2,500848.188670688,5787851.43958025
"244","Restauracja fenicja, Œródmieœcie Pó³nocne",120,2.7,55,"Œródmieœcie pó³nocne",52.234548,21.003912,"Arabska",2,500267.155092683,5787125.8380394
"245","Restauracja fit green, Œródmieœcie Pó³nocne",60,3.9,56,"Œródmieœcie pó³nocne",52.239403,21.01516,"Zdrowe jedzenie",1,501035.181317139,5787665.94784762
"246","Restauracja ti amo, Œródmieœcie Pó³nocne",110,3.7,67,"Œródmieœcie pó³nocne",52.233962,21.000842,"W³oska",1,500057.501930025,5787060.65197103
"247","Restauracja browarmia, Œródmieœcie Pó³nocne",90,2.3,117,"Œródmieœcie pó³nocne",52.240502,21.016034,"Polska",2,501094.83425077,5787788.19960169
"248","Restauracja stara kamienica, Œródmieœcie Pó³nocne",150,4,79,"Œródmieœcie pó³nocne",52.231523,21.015106,"Polska",2,501031.676673402,5786789.4758514
"249","Restauracja labor, Œródmieœcie Pó³nocne",50,3.9,35,"Œródmieœcie pó³nocne",52.23256,21.014125,"Wêgierska",1,500964.655995329,5786904.80499795
"250","Restauracja borpince, Œródmieœcie Pó³nocne",170,3.9,66,"Œródmieœcie pó³nocne",52.23256,21.014125,"Wêgierska",1,500964.655995329,5786904.80499795
"251","Restauracja beefnroll, Œródmieœcie Pó³nocne",60,3.9,62,"Œródmieœcie pó³nocne",52.234035,21.019304,"Burgery",2,501318.308112937,5787068.94678824
"252","Restauracja vega, Œródmieœcie Pó³nocne",50,2.6,84,"Œródmieœcie pó³nocne",52.241234,20.995293,"Zdrowe jedzenie",1,499678.601718547,5787869.50739562
"253","Restauracja cesarski pa³ac, Œródmieœcie Pó³nocne",140,3.8,92,"Œródmieœcie pó³nocne",52.24355,21.007271,"Chiñska",2,500496.444709838,5788127.12462619
"254","Restauracja pizza eataliano, Œródmieœcie Pó³nocne",40,2.8,83,"Œródmieœcie pó³nocne",52.234391,21.019113,"Pizza",2,501305.253905606,5787108.54024612
"255","Restauracja san lorenzo, Œródmieœcie Pó³nocne",160,4,58,"Œródmieœcie pó³nocne",52.240594,20.995405,"W³oska",1,499686.244667932,5787798.32135784
"256","Restauracja zapiecek, Œródmieœcie Pó³nocne",80,3.8,62,"Œródmieœcie pó³nocne",52.231682,21.019444,"Polska",1,501327.939198512,5786807.23159413
"257","Restauracja injachi, Œródmieœcie Pó³nocne",110,3.9,71,"Œródmieœcie pó³nocne",52.230702,21.013343,"Indyjska",1,500911.287951882,5786698.13466526
"258","Restauracja kiku sushi, Œródmieœcie Pó³nocne",150,3.3,75,"Œródmieœcie pó³nocne",52.245085,21.011251,"Sushi",2,500768.162108694,5788297.89353656
"259","Restauracja cava, Œródmieœcie Pó³nocne",70,3.7,70,"Œródmieœcie pó³nocne",52.233097,21.019767,"Kawiarnia",2,501349.955746818,5786964.62412549
"260","Restauracja vege bistro, Œródmieœcie Pó³nocne",60,3.7,25,"Œródmieœcie pó³nocne",52.236503,21.020271,"Zdrowe jedzenie",1,501384.269666888,5787343.4738149
"261","Restauracja otosushi, Œródmieœcie Pó³nocne",140,3.9,71,"Œródmieœcie pó³nocne",52.234665,21.018962,"Sushi",2,501294.933928008,5787139.01381627
"262","Restauracja kebab king, Œródmieœcie Pó³nocne",40,2.7,72,"Œródmieœcie pó³nocne",52.230779,21.014594,"Kebab",1,500996.725875348,5786706.71562714
"263","Restauracja benihana, Œródmieœcie Pó³nocne",140,3.8,56,"Œródmieœcie pó³nocne",52.235497,21.001596,"Japoñska",2,500108.990397506,5787231.3867426
"264","Restauracja sardynia, Œródmieœcie Pó³nocne",100,3.9,25,"Œródmieœcie pó³nocne",52.231924,21.006727,"W³oska",1,500459.421849992,5786833.99178822
"265","Restauracja thai thai, Œródmieœcie Pó³nocne",170,4,56,"Œródmieœcie pó³nocne",52.243895,21.009863,"Tajska",2,500673.414412992,5788165.51902454
"266","Restauracja casa pablo, Œródmieœcie Pó³nocne",180,3.8,51,"Œródmieœcie pó³nocne",52.236713,21.000544,"Hiszpañska",2,500037.14859399,5787366.63811055
"267","Restauracja kik fit bar, Œródmieœcie Pó³nocne",45,3.9,55,"Œródmieœcie pó³nocne",52.232988,21.014598,"Zdrowe jedzenie",1,500996.949577775,5786952.41666679
"268","Restauracja 7th street, Œródmieœcie Pó³nocne",110,2.6,44,"Œródmieœcie pó³nocne",52.23489,21.00559,"Amerykañska",2,500381.744757271,5787163.88528754
"269","Restauracja dawne smaki, Œródmieœcie Pó³nocne",160,3.8,40,"Œródmieœcie pó³nocne",52.235071,21.018303,"Polska",1,501249.918755959,5787184.16053111
"270","Restauracja amrit kebab, Œródmieœcie Pó³nocne",40,3.6,63,"Œródmieœcie pó³nocne",52.241946,20.994343,"Kebab",2,499613.741028168,5787948.70596396
"271","Restauracja saint jacques, Œródmieœcie Pó³nocne",130,3.8,48,"Œródmieœcie pó³nocne",52.233962,21.000842,"Francuska",1,500057.501930025,5787060.65197103
"272","Restauracja bistro de paris, Œródmieœcie Pó³nocne",270,4,42,"Œródmieœcie pó³nocne",52.241071,21.012422,"Francuska",1,500848.188670688,5787851.43958025
"273","Restauracja ceprownia, Œródmieœcie Pó³nocne",80,3.7,57,"Œródmieœcie pó³nocne",52.240069,21.016356,"Polska",1,501116.831937272,5787740.04304893
"274","Restauracja leonardo verde, Œródmieœcie Pó³nocne",NA,4,38,"Œródmieœcie pó³nocne",52.224828,21.011792,"W³oska",1,500805.465467854,5786044.76791695
"275","Restauracja specja³y regionalne, Œródmieœcie Pó³nocne",120,3.7,53,"Œródmieœcie pó³nocne",52.234594,21.018991,"Polska",1,501296.916436208,5787131.11719674
"276","Restauracja sol y sombra tapas bar, Œródmieœcie Pó³nocne",90,4,55,"Œródmieœcie pó³nocne",52.231924,21.006727,"Hiszpañska",2,500459.421849992,5786833.99178822
"277","Restauracja basico, Œródmieœcie Pó³nocne",127,4,42,"Œródmieœcie pó³nocne",52.232662,21.013717,"Europejska",3,500936.789802624,5786916.14482662
"278","Restauracja falafel bejrut, Œródmieœcie Pó³nocne",35,4.1,36,"Œródmieœcie pó³nocne",52.244466,21.011453,"Arabska",2,500781.9645413,5788229.04588074
"279","Restauracja hoppiness beer food, Œródmieœcie Pó³nocne",70,4,54,"Œródmieœcie pó³nocne",52.231878,21.013338,"Europejska",2,500910.922396111,5786828.93782971
"280","Restauracja gruzja, Œródmieœcie Pó³nocne",100,3.5,59,"Œródmieœcie pó³nocne",52.233022,21.018369,"Gruziñska",1,501254.483680933,5786956.25696304
"281","Restauracja restaurant city 24, Œródmieœcie Pó³nocne",100,3.6,58,"Œródmieœcie pó³nocne",52.232611,21.022953,"Amerykañska",1,501567.555652752,5786910.63179845
"282","Restauracja chianti, Œródmieœcie Pó³nocne",150,3.8,56,"Œródmieœcie pó³nocne",52.233567,21.02081,"W³oska",1,501421.170758492,5787016.92088192
"283","Restauracja dim sum house, Œródmieœcie Pó³nocne",80,2.8,40,"Œródmieœcie pó³nocne",52.233289,21.018999,"Azjatycka",2,501297.500813934,5786985.96573485
"284","Restauracja pekin, Œródmieœcie Pó³nocne",110,3.7,50,"Œródmieœcie pó³nocne",52.24355,21.007271,"Chiñska",1,500496.444709838,5788127.12462619
"285","Restauracja sphinx, Œródmieœcie Pó³nocne",100,2.2,60,"Œródmieœcie pó³nocne",52.232624,21.014946,"Arabska",3,501020.724089749,5786911.93478694
"286","Restauracja kavos, Œródmieœcie Pó³nocne",120,4,27,"Œródmieœcie pó³nocne",52.236569,21.010458,"Œródziemnomorska",2,500714.156714467,5787350.67275956
"287","Restauracja zushi point, Œródmieœcie Pó³nocne",130,3.8,36,"Œródmieœcie pó³nocne",52.234522,21.003787,"Sushi",2,500258.618846401,5787122.94567631
"288","Restauracja harenda, Œródmieœcie Pó³nocne",90,2.3,72,"Œródmieœcie pó³nocne",52.238936,21.018952,"Polska",2,501294.126795005,5787614.0655973
"289","Restauracja british bulldog pub, Œródmieœcie Pó³nocne",70,3.5,46,"Œródmieœcie pó³nocne",52.230779,21.014594,"Steak",2,500996.725875348,5786706.71562714
"290","Restauracja handroll, Œródmieœcie Pó³nocne",50,3.8,51,"Œródmieœcie pó³nocne",52.238548,21.019149,"Sushi",1,501307.590233154,5787570.91291199
"291","Restauracja kameralna, Œródmieœcie Pó³nocne",140,3.7,28,"Œródmieœcie pó³nocne",52.234268,21.021017,"Polska",2,501435.284734566,5787094.89528619
"292","Restauracja panorama sky bar warsaw marriott hotel, Œródmieœcie Pó³nocne",280,4,47,"Œródmieœcie pó³nocne",52.22769,21.00363,"Miêdzynarodowa",1,500247.935182327,5786363.04068347
"293","Restauracja kumpir house, Œródmieœcie Pó³nocne",50,3.9,24,"Œródmieœcie pó³nocne",52.245218,21.013589,"Turecka",1,500927.786301405,5788312.71415151
"294","Restauracja bar mleczny familijny, Œródmieœcie Pó³nocne",25,2.7,43,"Œródmieœcie pó³nocne",52.234094,21.018791,"Polska",1,501283.272633275,5787075.49999118
"295","Restauracja ambasada, Œródmieœcie Pó³nocne",110,3.9,27,"Œródmieœcie pó³nocne",52.234177,21.023844,"Zdrowe jedzenie",1,501628.348438848,5787084.83335095
"296","Restauracja falafelove, Œródmieœcie Pó³nocne",54,4,40,"Œródmieœcie pó³nocne",52.233268,21.011312,"Zdrowe jedzenie",1,500772.532037291,5786983.5201907
"297","Restauracja la brasserie moderne, Œródmieœcie Pó³nocne",200,3.7,26,"Œródmieœcie pó³nocne",52.239744,21.013439,"Miêdzynarodowa",1,500917.65798851,5787703.85320121
"298","Restauracja platter by karol okrasa, Œródmieœcie Pó³nocne",320,3.9,32,"Œródmieœcie pó³nocne",52.23242,21.00273,"Europejska",2,500186.443834211,5786889.14269657
"299","Restauracja sakana sushi, Œródmieœcie Pó³nocne",200,3.9,58,"Œródmieœcie pó³nocne",52.243855,21.011898,"Sushi",2,500812.358500027,5788161.09078658
"300","Restauracja florentin, Œródmieœcie Pó³nocne",100,3.9,22,"Œródmieœcie pó³nocne",52.232711,21.021098,"Izraelska",1,501440.866766061,5786921.71602667
"301","Restauracja kamanda lwowska, Œródmieœcie Pó³nocne",130,3.7,35,"Œródmieœcie pó³nocne",52.234293,21.022334,"Polska",3,501525.223924922,5787097.70286601
"302","Restauracja flow, Œródmieœcie Pó³nocne",160,3.4,51,"Œródmieœcie pó³nocne",52.233289,21.018999,"W³oska",3,501297.500813934,5786985.96573485
"303","Restauracja strefa, Œródmieœcie Pó³nocne",180,4,44,"Œródmieœcie pó³nocne",52.236108,21.004225,"Europejska",1,500288.520116873,5787299.35384492
"304","Restauracja pizza hut, Œródmieœcie Pó³nocne",80,2.5,51,"Œródmieœcie pó³nocne",52.231234,21.012119,"Pizza",1,500827.682431299,5786757.29286758
"305","Restauracja pasadena, Œródmieœcie Pó³nocne",100,3.6,38,"Œródmieœcie pó³nocne",52.235767,21.004431,"W³oska",2,500302.589925416,5787261.42616788
"306","Restauracja wrapeat, Œródmieœcie Pó³nocne",40,3.5,25,"Œródmieœcie pó³nocne",52.230825,21.01769,"Przek¹ski",2,501208.172021977,5786711.87916963
"307","Restauracja sahara, Œródmieœcie Pó³nocne",45,3.3,47,"Œródmieœcie pó³nocne",52.23148,21.01575,"Kebab",2,501075.6602212,5786784.70244209
"308","Restauracja city sam, Œródmieœcie Pó³nocne",100,3.9,33,"Œródmieœcie pó³nocne",52.234371,20.999479,"Europejska",2,499964.420154158,5787106.14372625
"309","Restauracja mleczarnia, Œródmieœcie Pó³nocne",45,2.5,38,"Œródmieœcie pó³nocne",52.231454,21.018332,"Polska",1,501252.000931622,5786781.85199309
"310","Restauracja ¿arcie mamuœki, Œródmieœcie Pó³nocne",50,4,23,"Œródmieœcie pó³nocne",52.23926,21.00014,"Polska",1,500009.55975268,5787649.9340708
